0.98	514.5	294.0	110.25	7.0	2	0.0	0	21.33	15.55
0.98	514.5	294.0	110.25	7.0	3	0.0	0	21.33	15.55
0.98	514.5	294.0	110.25	7.0	4	0.0	0	21.33	15.55
0.98	514.5	294.0	110.25	7.0	5	0.0	0	21.33	15.55
0.9	563.5	318.5	122.5	7.0	2	0.0	0	28.28	20.84
0.9	563.5	318.5	122.5	7.0	3	0.0	0	25.38	21.46
0.9	563.5	318.5	122.5	7.0	4	0.0	0	25.16	20.71
0.9	563.5	318.5	122.5	7.0	5	0.0	0	29.6	19.68
0.86	588.0	294.0	147.0	7.0	2	0.0	0	27.3	19.5
0.86	588.0	294.0	147.0	7.0	3	0.0	0	21.97	19.95
0.86	588.0	294.0	147.0	7.0	4	0.0	0	23.49	19.34
0.86	588.0	294.0	147.0	7.0	5	0.0	0	27.87	18.31
0.82	612.5	318.5	147.0	7.0	2	0.0	0	23.77	17.05
0.82	612.5	318.5	147.0	7.0	3	0.0	0	21.46	17.41
0.82	612.5	318.5	147.0	7.0	4	0.0	0	21.16	16.95
0.82	612.5	318.5	147.0	7.0	5	0.0	0	24.93	15.98
0.79	637.0	343.0	147.0	7.0	2	0.0	0	37.73	28.52
0.79	637.0	343.0	147.0	7.0	3	0.0	0	31.27	29.9
0.79	637.0	343.0	147.0	7.0	4	0.0	0	30.93	29.63
0.79	637.0	343.0	147.0	7.0	5	0.0	0	39.44	28.75
0.76	661.5	416.5	122.5	7.0	2	0.0	0	29.79	24.77
0.76	661.5	416.5	122.5	7.0	3	0.0	0	29.68	23.93
0.76	661.5	416.5	122.5	7.0	4	0.0	0	29.79	24.77
0.76	661.5	416.5	122.5	7.0	5	0.0	0	29.4	23.93
0.74	686.0	245.0	220.5	3.5	2	0.0	0	10.9	6.07
0.74	686.0	245.0	220.5	3.5	3	0.0	0	11.19	6.05
0.74	686.0	245.0	220.5	3.5	4	0.0	0	10.94	6.01
0.74	686.0	245.0	220.5	3.5	5	0.0	0	11.17	6.04
0.71	710.5	269.5	220.5	3.5	2	0.0	0	11.27	6.37
0.71	710.5	269.5	220.5	3.5	3	0.0	0	11.72	6.4
0.71	710.5	269.5	220.5	3.5	4	0.0	0	11.29	6.366
0.71	710.5	269.5	220.5	3.5	5	0.0	0	11.67	6.4
0.69	735.0	294.0	220.5	3.5	2	0.0	0	11.74	6.85
0.69	735.0	294.0	220.5	3.5	3	0.0	0	12.05	6.79
0.69	735.0	294.0	220.5	3.5	4	0.0	0	11.73	6.77
0.69	735.0	294.0	220.5	3.5	5	0.0	0	11.93	6.81
0.66	759.5	318.5	220.5	3.5	2	0.0	0	12.4	7.18
0.66	759.5	318.5	220.5	3.5	3	0.0	0	12.23	7.1
0.66	759.5	318.5	220.5	3.5	4	0.0	0	12.4	7.1
0.66	759.5	318.5	220.5	3.5	5	0.0	0	12.14	7.1
0.64	784.0	343.0	220.5	3.5	2	0.0	0	16.78	10.85
0.64	784.0	343.0	220.5	3.5	3	0.0	0	16.8	10.54
0.64	784.0	343.0	220.5	3.5	4	0.0	0	16.75	10.77
0.64	784.0	343.0	220.5	3.5	5	0.0	0	16.67	10.56
0.62	808.5	367.5	220.5	3.5	2	0.0	0	12.07	8.6
0.62	808.5	367.5	220.5	3.5	3	0.0	0	12.22	8.49
0.62	808.5	367.5	220.5	3.5	4	0.0	0	12.08	8.45
0.62	808.5	367.5	220.5	3.5	5	0.0	0	12.04	8.5
0.98	514.5	294.0	110.25	7.0	2	0.1	1	26.47	24.58
0.98	514.5	294.0	110.25	7.0	3	0.1	1	26.37	24.63
0.98	514.5	294.0	110.25	7.0	4	0.1	1	26.44	24.63
0.98	514.5	294.0	110.25	7.0	5	0.1	1	26.29	24.59
0.9	563.5	318.5	122.5	7.0	2	0.1	1	32.92	29.03
0.9	563.5	318.5	122.5	7.0	3	0.1	1	29.87	29.87
0.9	563.5	318.5	122.5	7.0	4	0.1	1	29.58	29.14
0.9	563.5	318.5	122.5	7.0	5	0.1	1	34.33	28.09
0.86	588.0	294.0	147.0	7.0	2	0.1	1	30.89	26.28
0.86	588.0	294.0	147.0	7.0	3	0.1	1	25.6	26.91
0.86	588.0	294.0	147.0	7.0	4	0.1	1	27.03	26.37
0.86	588.0	294.0	147.0	7.0	5	0.1	1	31.73	25.27
0.82	612.5	318.5	147.0	7.0	2	0.1	1	27.31	23.53
0.82	612.5	318.5	147.0	7.0	3	0.1	1	24.91	24.03
0.82	612.5	318.5	147.0	7.0	4	0.1	1	24.61	23.54
0.82	612.5	318.5	147.0	7.0	5	0.1	1	28.51	22.58
0.79	637.0	343.0	147.0	7.0	2	0.1	1	41.68	35.56
0.79	637.0	343.0	147.0	7.0	3	0.1	1	35.28	37.12
0.79	637.0	343.0	147.0	7.0	4	0.1	1	34.43	36.9
0.79	637.0	343.0	147.0	7.0	5	0.1	1	43.33	35.94
0.76	661.5	416.5	122.5	7.0	2	0.1	1	33.87	32.96
0.76	661.5	416.5	122.5	7.0	3	0.1	1	34.07	32.12
0.76	661.5	416.5	122.5	7.0	4	0.1	1	34.14	32.94
0.76	661.5	416.5	122.5	7.0	5	0.1	1	33.67	32.21
0.74	686.0	245.0	220.5	3.5	2	0.1	1	13.43	10.36
0.74	686.0	245.0	220.5	3.5	3	0.1	1	13.71	10.43
0.74	686.0	245.0	220.5	3.5	4	0.1	1	13.48	10.36
0.74	686.0	245.0	220.5	3.5	5	0.1	1	13.7	10.39
0.71	710.5	269.5	220.5	3.5	2	0.1	1	13.8	10.71
0.71	710.5	269.5	220.5	3.5	3	0.1	1	14.28	10.8
0.71	710.5	269.5	220.5	3.5	4	0.1	1	13.87	10.7
0.71	710.5	269.5	220.5	3.5	5	0.1	1	14.27	10.75
0.69	735.0	294.0	220.5	3.5	2	0.1	1	14.28	11.11
0.69	735.0	294.0	220.5	3.5	3	0.1	1	14.61	11.13
0.69	735.0	294.0	220.5	3.5	4	0.1	1	14.3	11.09
0.69	735.0	294.0	220.5	3.5	5	0.1	1	14.45	11.16
0.66	759.5	318.5	220.5	3.5	2	0.1	1	13.9	11.68
0.66	759.5	318.5	220.5	3.5	3	0.1	1	13.72	11.69
0.66	759.5	318.5	220.5	3.5	4	0.1	1	13.88	11.7
0.66	759.5	318.5	220.5	3.5	5	0.1	1	13.65	11.69
0.64	784.0	343.0	220.5	3.5	2	0.1	1	19.37	15.41
0.64	784.0	343.0	220.5	3.5	3	0.1	1	19.43	15.2
